Qunatidade Participantes;ID_PESQUISA;Duration..in.seconds.;RecordedDate;UserLanguage;Dem_age;Dem_gender;Dem_edu;Dem_edu_mom;Dem_employment;Country;Dem_Expat;Dem_state;Dem_maritalstatus;Dem_dependents;Dem_riskgroup;Dem_islolation;Dem_isolation_adults;Dem_isolation_kids;Comentarios
671;97111;2691;31/03/2020 18:54;PT-BR;28;Female;College degree, bachelor, master;PhD/Doctorate;Student;Brazil;yes;São Paulo;Single;0;Yes;Isolated;3;0;NA
672;97126;1065;31/03/2020 18:25;PT-BR;43;Male;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;Sp;Married/cohabiting;1;Yes;Life carries on with minor changes;2;1;Aumentou meu desprezo pelas pessoas que manipulam informações para ganhar poder e pelos que buscam notícias apenas para saciar seu viés de confirmação.
673;97223;208;01/04/2020 17:58;PT-BR;25;Male;Some College, short continuing education or equivalent;PhD/Doctorate;Student;Brazil;no;Rio de Janeiro;Single;0;No;Isolated;2;0;NA
674;97424;354;01/04/2020 17:35;PT-BR;23;Female;College degree, bachelor, master;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
675;97442;693;31/03/2020 17:38;PT-BR;19;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
676;97591;773;31/03/2020 17:25;PT-BR;22;Female;Some College, short continuing education or equivalent;College degree;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA
677;97714;635;31/03/2020 17:14;PT;42;Male;PhD/Doctorate;College degree;Full time employed;Brazil;no;Pára;Married/cohabiting;1;Yes;Isolated;0;0;NA
678;97744;1722;31/03/2020 17:30;FR;40;Male;College degree, bachelor, master;College degree;Part time employed;Brazil;yes;Brasilia;Married/cohabiting;0;Yes;Isolated;1;0;NA
679;98216;930;31/03/2020 16:46;PT-BR;34;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Life carries on with minor changes;1;1;NA
680;98275;1111;31/03/2020 16:47;PT-BR;23;Male;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA
681;98331;114;01/04/2020 16:28;PT-BR;22;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Part time employed;Brazil;yes;paraiba;Single;4;No;Life carries on with minor changes;5;2;NA
682;98335;929;31/03/2020 16:41;PT-BR;24;Male;Some College, short continuing education or equivalent;College degree;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA
683;98667;7045;31/03/2020 18:08;PT-BR;20;Female;Some College, short continuing education or equivalent;PhD/Doctorate;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
684;98715;3121;31/03/2020 16:57;PT-BR;32;Male;PhD/Doctorate;College degree;Part time employed;Brazil;no;Paraiba;Single;0;Yes;Isolated;4;0;NA
685;98905;591;01/04/2020 15:57;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Not employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;5;1;NA
686;98919;1258;31/03/2020 16:22;PT-BR;51;Female;PhD/Doctorate;College degree;Full time employed;Brazil;no;Rio Grande do Sul;Married/cohabiting;1;Yes;Life carries on as usual;1;0;NA
687;98926;1096;31/03/2020 16:03;PT-BR;22;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;3;0;NA
688;98936;529;01/04/2020 15:53;PT-BR;18;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
689;98966;1373;31/03/2020 16:04;PT-BR;20;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA
690;98979;2011;31/03/2020 16:14;PT-BR;35;Male;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;0;0;NA
691;98988;591;01/04/2020 15:50;PT-BR;20;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Not employed;Brazil;no;Rio de janeiro;Single;0;Yes;Life carries on with minor changes;NA;NA;NA
692;98997;212;01/04/2020 15:43;PT-BR;24;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;NA;3;0;NA
693;99054;1895;31/03/2020 16:05;PT-BR;22;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;yes;Rio de Janeiro;Single;0;No;Isolated;2;0;NA
694;99057;687;31/03/2020 15:45;PT-BR;28;Male;PhD/Doctorate;Up to 9 years of school;Full time employed;Brazil;no;Bahia;Single;0;Yes;Isolated;0;0;NA
695;99105;456;01/04/2020 15:37;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Full time employed;Brazil;no;Rio de janeiro;Single;0;Yes;Life carries on with minor changes;1;0;NA
696;99112;956;01/04/2020 15:47;PT-BR;21;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Minas Gerais;Single;0;Yes;Isolated;1;0;NA
697;99245;1291;31/03/2020 15:42;PT-BR;23;Male;Some College, short continuing education or equivalent;Some College or equivalent;Part time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;10;1;O fato de eu estar rodeado de traficantes me torna inseguro quanto ao acesso de serviços importantes durante a crise, incluindo ao de saúde.
698;99332;17795;01/04/2020 20:12;PT-BR;20;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Part time employed;Brazil;no;Rj;Single;0;Yes;Life carries on with minor changes;3;0;NA
699;99358;881;31/03/2020 15:28;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;1;NA
700;99361;717;01/04/2020 15:26;PT-BR;34;Male;College degree, bachelor, master;Up to 9 years of school;Full time employed;Brazil;no;Rio de Janeiro;Single;2;Yes;Isolated;2;0;NA
701;99365;878;31/03/2020 15:28;PT-BR;21;Male;College degree, bachelor, master;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA
702;99369;932;31/03/2020 15:29;PT-BR;23;Male;Some College, short continuing education or equivalent;Up to 9 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;No;Life carries on with minor changes;4;1;NA
703;99389;386;01/04/2020 15:18;PT-BR;19;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;2;0;NA
704;99418;889;31/03/2020 15:25;PT-BR;24;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;rio de janeiro;Single;0;Yes;Isolated;2;0;NA
705;99441;187;01/04/2020 15:12;PT-BR;24;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rj;Single;0;Yes;Isolated;4;0;NA
706;99523;786;01/04/2020 15:17;PT-BR;23;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
707;99524;859;31/03/2020 15:18;PT-BR;24;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Single;0;No;Isolated;1;0;NA
708;99536;1040;31/03/2020 15:20;PT-BR;27;Female;College degree, bachelor, master;College degree;Student;Brazil;no;RJ;Single;0;Yes;Isolated;3;0;NA
709;99571;548;31/03/2020 15:10;PT-BR;22;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
710;99611;818;31/03/2020 15:12;PT-BR;23;Female;Up to 12 years of school;Up to 12 years of school;Full time employed;Brazil;no;rio de janeiro;Single;1;Yes;Isolated;1;0;NA
711;99648;625;01/04/2020 15:07;PT-BR;23;Male;Some College, short continuing education or equivalent;Some College or equivalent;Self-employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
712;99673;1046;31/03/2020 15:12;PT-BR;34;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Part time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Life carries on with minor changes;4;2;NA
713;99675;1151;31/03/2020 15:14;PT-BR;20;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Part time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA
714;99715;970;01/04/2020 15:09;PT-BR;46;Female;Some College, short continuing education or equivalent;Up to 9 years of school;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;1;Yes;Life carries on with minor changes;18;0;NA
715;99776;3214;31/03/2020 15:43;PT-BR;36;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Self-employed;Brazil;no;Rio de janeiro;Single;3;Yes;Life carries on with minor changes;1;1;Terminar a quarentena. Tenho medo!
716;99802;1071;31/03/2020 15:05;PT-BR;27;Female;College degree, bachelor, master;College degree;Not employed;Brazil;yes;Rj;Single;3;Yes;Isolated;0;0;NA
717;99809;4766;01/04/2020 16:07;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Not employed;Brazil;no;Rio de Janeiro;Single;0;No;Life carries on with minor changes;3;2;NA
718;99811;855;01/04/2020 15:02;PT-BR;52;Female;Some College, short continuing education or equivalent;None;Student;Brazil;no;Rio de Janeiro;Single;1;Yes;Life carries on with minor changes;1;0;NA
719;99908;184;01/04/2020 14:44;PT;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;5;1;NA
720;100024;1070;31/03/2020 14:52;PT-BR;22;Female;Some College, short continuing education or equivalent;Up to 9 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
721;100879;856;31/03/2020 14:05;PT;24;Female;College degree, bachelor, master;Up to 12 years of school;Not employed;Brazil;no;Paraíba;Single;0;Yes;Isolated;0;0;NA
722;102305;496;01/04/2020 12:23;EN;41;Female;PhD/Doctorate;Up to 12 years of school;Not employed;Brazil;yes;Sao Paulo;Married/cohabiting;2;No;Isolated;1;2;NA
723;114686;814;30/03/2020 16:03;EN;32;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;São Paulo;Married/cohabiting;0;Yes;Isolated;3;0;NA
724;115753;1196;30/03/2020 14:15;PT;28;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;São Paulo;Single;0;Yes;Isolated;5;0;NA
725;116555;722;30/03/2020 13:05;PT-BR;26;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Not sure;Isolated;2;1;NA
726;116642;631;31/03/2020 12:57;PT-BR;20;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Other or would rather not say;0;Yes;Isolated;2;0;NA
727;117588;1420;30/03/2020 11:49;PT-BR;23;Female;College degree, bachelor, master;PhD/Doctorate;Not employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA
728;118094;670;30/03/2020 10:50;PT-BR;23;Female;College degree, bachelor, master;Up to 12 years of school;Not employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
729;118128;953;30/03/2020 10:52;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;NA
730;118201;8345;30/03/2020 12:45;PT-BR;22;Female;Some College, short continuing education or equivalent;College degree;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
731;118286;972;30/03/2020 10:30;PT-BR;22;Female;College degree, bachelor, master;College degree;Not employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;2;0;NA
